userId,age,gender,occupation,zip
180,22,F,administrator,60202
182,36,M,programmer,33884
184,37,M,librarian,76013
186,39,F,executive,00000
188,42,M,student,29440
190,30,M,administrator,95938
192,42,M,educator,90840
194,38,M,administrator,02154
196,49,M,writer,55105
198,21,F,student,55414
200,40,M,programmer,93402
202,41,F,educator,60201
204,52,F,librarian,10960
206,14,F,student,53115
208,43,M,engineer,01720
210,39,M,engineer,03060
212,49,F,educator,61401
214,26,F,librarian,11231
216,22,M,engineer,02215
218,37,M,administrator,06513
220,30,M,librarian,78205
222,29,M,programmer,27502
224,31,F,educator,43512
226,28,M,student,92103
228,21,F,student,22003
230,28,F,student,14476
232,45,M,scientist,99709
234,60,M,retired,94702
236,44,F,writer,53214
238,42,F,administrator,44124
240,23,F,educator,20784
242,33,M,educator,31404
244,28,M,technician,80525
246,19,M,student,28734
248,25,M,student,37235
250,29,M,executive,95110
252,42,M,engineer,07733
254,44,M,educator,42647
256,35,F,none,39042
258,19,F,student,77801
260,40,F,artist,89801
262,19,F,student,78264
264,36,F,writer,90064
266,62,F,administrator,78756
268,24,M,engineer,19422
270,18,F,student,63119
272,33,M,scientist,53706
274,20,F,student,55414
276,21,M,student,95064
278,37,F,librarian,30033
280,30,F,librarian,22903
282,22,M,administrator,20057
284,40,M,executive,92629
286,27,M,student,15217
288,34,M,marketing,23226
290,40,M,engineer,93550
292,35,F,programmer,94703
294,34,M,technician,92110
296,43,F,administrator,16803
298,44,M,executive,01581
300,26,F,programmer,55106
302,42,M,educator,77904
304,22,F,student,71701
306,45,M,other,73132
308,60,M,retired,95076
310,37,M,educator,91711
312,48,M,other,02110
314,20,F,student,08043
316,43,F,other,77009
318,65,M,retired,06518
320,19,M,student,24060
322,20,M,student,50613
324,21,F,student,02176
326,41,M,administrator,15235
328,51,M,administrator,06779
330,35,F,educator,33884
332,20,M,student,40504
334,32,M,librarian,30002
336,23,M,salesman,42101
338,39,F,librarian,59717
340,46,M,engineer,80123
342,25,F,other,98006
344,30,F,librarian,94117
346,34,M,other,76059
348,24,F,student,45660
350,32,M,student,97301
352,37,F,programmer,55105
354,29,F,librarian,48197
356,32,F,homemaker,92688
358,40,M,educator,10022
360,51,M,other,98027
362,35,F,homemaker,85233
364,63,M,engineer,01810
366,20,F,student,50670
368,18,M,student,92113
370,52,M,writer,08534
372,25,F,student,66046
374,36,M,executive,78746
376,28,F,other,10010
378,35,M,student,02859
380,32,M,engineer,55117
382,45,M,engineer,01824
384,52,M,programmer,45218
386,36,M,salesman,43221
388,31,M,other,36106
390,42,F,writer,85016
392,52,M,writer,59801
394,25,M,administrator,96819
396,57,M,engineer,94551
398,40,M,other,60008
400,33,F,administrator,78213
402,30,M,engineer,95129
404,29,F,programmer,55108
406,52,M,educator,93109
408,23,M,student,61755
410,30,F,artist,94025
412,25,M,educator,15222
414,24,M,programmer,38115
416,20,F,student,92626
418,55,F,none,21206
420,53,M,educator,02140
422,26,M,entertainment,94533
424,36,F,marketing,55422
426,55,M,educator,01602
428,28,M,student,55414
430,38,M,scientist,98199
432,22,M,entertainment,50311
434,16,F,student,49705
436,30,F,administrator,17345
438,51,F,administrator,43204
440,30,M,other,48076
442,22,M,student,85282
444,51,F,lawyer,53202
446,57,M,educator,60201
448,23,M,entertainment,10021
450,35,F,educator,11758
452,35,M,administrator,28018
454,57,M,other,97330
456,24,M,technician,31820
458,47,M,technician,Y1A6B
460,44,F,other,60630
462,19,F,student,02918
464,60,M,writer,94583
466,22,M,student,90804
468,28,M,engineer,02341
470,24,M,programmer,10021
472,24,M,student,87544
474,51,M,executive,93711
476,28,M,student,60440
478,29,M,other,10019
480,57,M,retired,98257
482,18,F,student,40256
484,27,M,student,21208
486,39,M,educator,93101
488,48,M,technician,21012
490,29,F,artist,V5A2B
492,57,M,educator,94618
494,38,F,administrator,49428
496,21,F,student,55414
498,26,M,writer,55408
500,28,M,administrator,94305
502,22,M,student,23092
504,40,F,writer,92115
506,46,M,programmer,03869
508,27,M,marketing,19382
510,34,M,other,98038
512,29,M,other,20090
514,27,M,programmer,20707
516,53,F,librarian,10021
518,49,F,writer,99709
520,62,M,healthcare,12603
522,36,M,engineer,55443
524,56,M,educator,02159
526,30,M,marketing,97124
528,18,M,student,55104
530,29,M,engineer,94040
532,20,M,student,92705
534,20,M,student,05464
536,38,M,engineer,30078
538,31,M,scientist,21010
540,28,M,engineer,91201
542,21,M,student,60515
544,44,F,other,29464
546,36,M,executive,22911
548,51,M,writer,95468
550,16,F,student,95453
552,45,M,other,68147
554,32,M,scientist,62901
556,35,F,educator,30606
558,56,F,writer,63132
560,32,M,student,10003
562,54,F,administrator,20879
564,65,M,retired,94591
566,20,M,student,14627
568,39,M,educator,01915
570,26,M,educator,14627
572,51,M,educator,20003
574,56,M,educator,53188
576,48,M,executive,98281
578,31,M,administrator,M7A1A
580,16,M,student,17961
582,17,M,student,93003
584,25,M,student,27511
586,20,M,student,79508
588,18,F,student,93063
590,50,M,educator,82435
592,18,M,student,97520
594,46,M,educator,M4J2K
596,20,M,artist,77073
598,40,F,marketing,43085
600,34,M,programmer,02320
602,47,F,other,34656
604,39,M,educator,11787
606,28,M,programmer,63044
608,22,M,other,10003
610,22,M,student,21227
612,36,M,educator,79070
614,54,M,educator,80227
616,55,M,scientist,50613
618,15,F,student,44212
620,18,F,writer,81648
622,25,M,programmer,14850
624,19,M,student,30067
626,23,M,scientist,19807
628,13,M,none,94306
630,26,F,healthcare,55408
632,18,M,student,55454
634,39,M,engineer,T8H1N
636,47,M,educator,48043
638,45,M,engineer,01940
640,20,M,student,61801
642,18,F,student,95521
644,51,M,retired,63645
646,17,F,student,51250
648,43,M,engineer,91351
650,42,M,engineer,83814
652,35,M,other,22911
654,27,F,student,78739
656,48,M,educator,10314
658,33,M,programmer,92626
660,26,M,student,77380
662,55,M,librarian,19102
664,30,M,engineer,94115
666,44,M,administrator,61820
668,29,F,writer,10016
670,30,M,technician,21114
672,54,F,administrator,90095
674,13,F,student,55337
676,30,M,programmer,32712
678,50,M,educator,61462
680,33,M,lawyer,90405
682,23,M,programmer,55128
684,28,M,student,55414
686,32,M,educator,26506
688,37,F,administrator,60476
690,35,M,salesman,63304
692,34,M,engineer,18053
694,60,M,programmer,06365
696,55,M,other,94920
698,28,F,programmer,06906
700,17,M,student,76309
702,37,M,other,89104
704,51,F,librarian,91105
706,23,M,student,55454
708,26,F,homemaker,96349
710,19,M,student,92020
712,22,F,student,54901
714,26,M,engineer,55343
716,36,F,administrator,44265
718,42,M,technician,64118
720,49,F,administrator,16506
722,50,F,homemaker,17331
724,31,M,executive,40243
726,25,F,administrator,80538
728,58,M,executive,94306
730,31,F,scientist,32114
732,28,F,other,98405
734,25,F,other,63108
736,48,F,writer,94618
738,35,M,technician,95403
740,25,F,educator,22206
742,35,M,student,29210
744,35,M,marketing,47024
746,25,M,engineer,19047
748,28,M,administrator,94720
750,28,M,administrator,32303
752,60,M,retired,21201
754,59,F,librarian,62901
756,30,F,none,90247
758,27,M,student,53706
760,35,F,other,14211
762,32,M,administrator,95050
764,27,F,educator,62903
766,42,M,other,10960
768,29,M,administrator,12866
770,28,M,student,14216
772,50,M,writer,27105
774,30,M,student,80027
776,30,M,librarian,51157
778,34,M,student,01960
780,49,M,programmer,94560
782,21,F,artist,33205
784,47,M,administrator,91040
786,36,F,engineer,01754
788,51,M,administrator,05779
790,27,M,technician,80913
792,40,M,programmer,12205
794,32,M,educator,57197
796,32,F,writer,33755
798,40,F,writer,64131
800,25,M,programmer,55337
802,35,M,administrator,34105
804,39,M,educator,61820
806,27,M,marketing,11217
808,45,M,salesman,90016
810,55,F,other,80526
812,22,M,technician,76234
814,30,M,other,12345
816,34,M,other,20755
818,28,M,librarian,27514
820,22,M,student,37725
822,29,F,librarian,53144
824,31,M,other,15017
826,28,M,artist,77048
828,28,M,librarian,85282
830,46,M,programmer,53066
832,24,M,technician,77042
834,26,M,other,64153
836,44,M,artist,10018
838,23,M,student,01375
840,39,M,artist,55406
842,40,M,writer,93055
844,22,M,engineer,95662
846,27,M,lawyer,47130
848,46,M,engineer,02146
850,34,M,technician,78390
852,46,M,administrator,94086
854,29,F,student,55408
856,43,F,marketing,97215
858,63,M,educator,09645
860,70,F,retired,48322
862,25,M,executive,13820
864,27,M,programmer,63021
866,45,M,other,60302
868,21,M,programmer,55303
870,22,M,student,65203
872,19,F,student,74078
874,36,M,scientist,37076
876,41,M,other,20902
878,50,F,educator,98027
880,13,M,student,83702
882,35,M,engineer,40503
884,44,M,engineer,55337
886,20,M,student,61820
888,41,M,scientist,17036
890,32,M,student,97301
892,36,M,other,45243
894,47,M,educator,74075
896,28,M,writer,91505
898,23,M,homemaker,61755
900,60,M,retired,18505
902,45,F,artist,97203
904,17,F,student,61073
906,45,M,librarian,70124
908,44,F,librarian,68504
910,28,M,healthcare,29301
912,51,M,other,06512
914,44,F,other,08105
916,27,M,engineer,N2L5N
918,40,M,scientist,70116
920,30,F,artist,90008
922,29,F,administrator,21114
924,29,M,other,11753
926,49,M,entertainment,01701
928,21,M,student,55408
930,28,F,scientist,07310
932,58,M,educator,06437
934,61,M,engineer,22902
936,24,M,other,32789
938,38,F,technician,55038
940,32,M,administrator,02215
942,48,F,librarian,78209
