time_id,timestamp,datetime,hour,day,month,year
110,964983873,2000-07-30 19:04:33,19,30,7,2000
111,964983108,2000-07-30 18:51:48,18,30,7,2000
112,964981799,2000-07-30 18:29:59,18,30,7,2000
113,964984054,2000-07-30 19:07:34,19,30,7,2000
114,964980668,2000-07-30 18:11:08,18,30,7,2000
115,964980683,2000-07-30 18:11:23,18,30,7,2000
116,964981589,2000-07-30 18:26:29,18,30,7,2000
117,964982417,2000-07-30 18:40:17,18,30,7,2000
118,964980694,2000-07-30 18:11:34,18,30,7,2000
119,964981220,2000-07-30 18:20:20,18,30,7,2000
120,1445714835,2015-10-24 19:27:15,19,24,10,2015
121,1445715029,2015-10-24 19:30:29,19,24,10,2015
122,1445715228,2015-10-24 19:33:48,19,24,10,2015
123,1445714885,2015-10-24 19:28:05,19,24,10,2015
124,1445714952,2015-10-24 19:29:12,19,24,10,2015
125,1445714960,2015-10-24 19:29:20,19,24,10,2015
126,1445715013,2015-10-24 19:30:13,19,24,10,2015
127,1445715064,2015-10-24 19:31:04,19,24,10,2015
128,1445715141,2015-10-24 19:32:21,19,24,10,2015
129,1445714980,2015-10-24 19:29:40,19,24,10,2015
130,1445715154,2015-10-24 19:32:34,19,24,10,2015
131,1445714974,2015-10-24 19:29:34,19,24,10,2015
132,1445714926,2015-10-24 19:28:46,19,24,10,2015
133,1445714941,2015-10-24 19:29:01,19,24,10,2015
134,1445714841,2015-10-24 19:27:21,19,24,10,2015
135,1445715340,2015-10-24 19:35:40,19,24,10,2015
136,1445715172,2015-10-24 19:32:52,19,24,10,2015
137,1445715166,2015-10-24 19:32:46,19,24,10,2015
138,1445715189,2015-10-24 19:33:09,19,24,10,2015
139,1445714891,2015-10-24 19:28:11,19,24,10,2015
140,1445714938,2015-10-24 19:28:58,19,24,10,2015
141,1445714874,2015-10-24 19:27:54,19,24,10,2015
142,1445714966,2015-10-24 19:29:26,19,24,10,2015
143,1445715145,2015-10-24 19:32:25,19,24,10,2015
144,1445714882,2015-10-24 19:28:02,19,24,10,2015
145,1445715276,2015-10-24 19:34:36,19,24,10,2015
146,1445714854,2015-10-24 19:27:34,19,24,10,2015
147,1445715272,2015-10-24 19:34:32,19,24,10,2015
148,1445714851,2015-10-24 19:27:31,19,24,10,2015
149,1306463578,2011-05-27 02:32:58,2,27,5,2011
150,1306464275,2011-05-27 02:44:35,2,27,5,2011
151,1306463619,2011-05-27 02:33:39,2,27,5,2011
152,1306464228,2011-05-27 02:43:48,2,27,5,2011
153,1306463595,2011-05-27 02:33:15,2,27,5,2011
154,1306463611,2011-05-27 02:33:31,2,27,5,2011
155,1306463567,2011-05-27 02:32:47,2,27,5,2011
156,1306463627,2011-05-27 02:33:47,2,27,5,2011
157,1306464216,2011-05-27 02:43:36,2,27,5,2011
158,1306463569,2011-05-27 02:32:49,2,27,5,2011
159,1306463624,2011-05-27 02:33:44,2,27,5,2011
160,1306463323,2011-05-27 02:28:43,2,27,5,2011
161,1306464189,2011-05-27 02:43:09,2,27,5,2011
162,1306463561,2011-05-27 02:32:41,2,27,5,2011
163,1306464003,2011-05-27 02:40:03,2,27,5,2011
164,1306464175,2011-05-27 02:42:55,2,27,5,2011
165,1306463572,2011-05-27 02:32:52,2,27,5,2011
166,1306464261,2011-05-27 02:44:21,2,27,5,2011
167,1306463559,2011-05-27 02:32:39,2,27,5,2011
168,1306463631,2011-05-27 02:33:51,2,27,5,2011
169,1306464293,2011-05-27 02:44:53,2,27,5,2011
170,1306463925,2011-05-27 02:38:45,2,27,5,2011
171,1306464054,2011-05-27 02:40:54,2,27,5,2011
172,1306463638,2011-05-27 02:33:58,2,27,5,2011
173,1306463603,2011-05-27 02:33:23,2,27,5,2011
174,1306464245,2011-05-27 02:44:05,2,27,5,2011
175,1306463770,2011-05-27 02:36:10,2,27,5,2011
176,1306464284,2011-05-27 02:44:44,2,27,5,2011
177,1306463718,2011-05-27 02:35:18,2,27,5,2011
178,1306463708,2011-05-27 02:35:08,2,27,5,2011
179,1306464021,2011-05-27 02:40:21,2,27,5,2011
180,1306463825,2011-05-27 02:37:05,2,27,5,2011
181,1306464204,2011-05-27 02:43:24,2,27,5,2011
182,1306463670,2011-05-27 02:34:30,2,27,5,2011
183,1306464036,2011-05-27 02:40:36,2,27,5,2011
184,1306463684,2011-05-27 02:34:44,2,27,5,2011
185,1306463993,2011-05-27 02:39:53,2,27,5,2011
186,1306463815,2011-05-27 02:36:55,2,27,5,2011
187,1306464164,2011-05-27 02:42:44,2,27,5,2011
188,986935199,2001-04-10 20:39:59,20,10,4,2001
189,945173447,1999-12-14 12:10:47,12,14,12,1999
190,986935047,2001-04-10 20:37:27,20,10,4,2001
191,945173425,1999-12-14 12:10:25,12,14,12,1999
192,964622786,2000-07-26 14:46:26,14,26,7,2000
193,964538444,2000-07-25 15:20:44,15,25,7,2000
194,986848784,2001-04-09 20:39:44,20,9,4,2001
195,964622758,2000-07-26 14:45:58,14,26,7,2000
196,986848920,2001-04-09 20:42:00,20,9,4,2001
197,945078571,1999-12-13 09:49:31,9,13,12,1999
198,945078428,1999-12-13 09:47:08,9,13,12,1999
199,964622565,2000-07-26 14:42:45,14,26,7,2000
200,945079259,1999-12-13 10:00:59,10,13,12,1999
201,945079078,1999-12-13 09:57:58,9,13,12,1999
202,945629040,1999-12-19 18:44:00,18,19,12,1999
203,964622684,2000-07-26 14:44:44,14,26,7,2000
204,945173513,1999-12-14 12:11:53,12,14,12,1999
205,986848894,2001-04-09 20:41:34,20,9,4,2001
206,964538468,2000-07-25 15:21:08,15,25,7,2000
207,945173350,1999-12-14 12:09:10,12,14,12,1999
208,945079182,1999-12-13 09:59:42,9,13,12,1999
209,964538500,2000-07-25 15:21:40,15,25,7,2000
210,945629063,1999-12-19 18:44:23,18,19,12,1999
211,986934901,2001-04-10 20:35:01,20,10,4,2001
212,964623306,2000-07-26 14:55:06,14,26,7,2000
213,945078690,1999-12-13 09:51:30,9,13,12,1999
214,945078467,1999-12-13 09:47:47,9,13,12,1999
215,986934915,2001-04-10 20:35:15,20,10,4,2001
216,986848828,2001-04-09 20:40:28,20,9,4,2001
217,945174290,1999-12-14 12:24:50,12,14,12,1999
218,945079872,1999-12-13 10:11:12,10,13,12,1999
219,945079106,1999-12-13 09:58:26,9,13,12,1999
220,945078636,1999-12-13 09:50:36,9,13,12,1999
221,964538832,2000-07-25 15:27:12,15,25,7,2000
222,945079301,1999-12-13 10:01:41,10,13,12,1999
223,945079670,1999-12-13 10:07:50,10,13,12,1999
224,964539986,2000-07-25 15:46:26,15,25,7,2000
225,986848609,2001-04-09 20:36:49,20,9,4,2001
226,945078587,1999-12-13 09:49:47,9,13,12,1999
227,964540008,2000-07-25 15:46:48,15,25,7,2000
228,945079906,1999-12-13 10:11:46,10,13,12,1999
229,986935230,2001-04-10 20:40:30,20,10,4,2001
230,945078601,1999-12-13 09:50:01,9,13,12,1999
231,964622714,2000-07-26 14:45:14,14,26,7,2000
232,964623347,2000-07-26 14:55:47,14,26,7,2000
233,945079653,1999-12-13 10:07:33,10,13,12,1999
234,945078446,1999-12-13 09:47:26,9,13,12,1999
235,945079837,1999-12-13 10:10:37,10,13,12,1999
236,945173902,1999-12-14 12:18:22,12,14,12,1999
237,945173989,1999-12-14 12:19:49,12,14,12,1999
238,945079521,1999-12-13 10:05:21,10,13,12,1999
239,945173602,1999-12-14 12:13:22,12,14,12,1999
240,964538571,2000-07-25 15:22:51,15,25,7,2000
241,986849085,2001-04-09 20:44:45,20,9,4,2001
242,945079232,1999-12-13 10:00:32,10,13,12,1999
243,945173654,1999-12-14 12:14:14,12,14,12,1999
244,964540578,2000-07-25 15:56:18,15,25,7,2000
245,986934819,2001-04-10 20:33:39,20,10,4,2001
246,945079483,1999-12-13 10:04:43,10,13,12,1999
247,945173692,1999-12-14 12:14:52,12,14,12,1999
248,945078946,1999-12-13 09:55:46,9,13,12,1999
249,986934696,2001-04-10 20:31:36,20,10,4,2001
250,964539723,2000-07-25 15:42:03,15,25,7,2000
251,986934625,2001-04-10 20:30:25,20,10,4,2001
252,964539180,2000-07-25 15:33:00,15,25,7,2000
253,964778513,2000-07-28 10:01:53,10,28,7,2000
254,964538763,2000-07-25 15:26:03,15,25,7,2000
255,964538728,2000-07-25 15:25:28,15,25,7,2000
256,945078967,1999-12-13 09:56:07,9,13,12,1999
257,945174025,1999-12-14 12:20:25,12,14,12,1999
258,964539205,2000-07-25 15:33:25,15,25,7,2000
259,945079729,1999-12-13 10:08:49,10,13,12,1999
260,964539961,2000-07-25 15:46:01,15,25,7,2000
261,964539326,2000-07-25 15:35:26,15,25,7,2000
262,945174008,1999-12-14 12:20:08,12,14,12,1999
263,986849037,2001-04-09 20:43:57,20,9,4,2001
264,986934832,2001-04-10 20:33:52,20,10,4,2001
265,945173766,1999-12-14 12:16:06,12,14,12,1999
266,945079767,1999-12-13 10:09:27,10,13,12,1999
267,945173492,1999-12-14 12:11:32,12,14,12,1999
268,964622830,2000-07-26 14:47:10,14,26,7,2000
269,945079790,1999-12-13 10:09:50,10,13,12,1999
270,986935244,2001-04-10 20:40:44,20,10,4,2001
271,945629015,1999-12-19 18:43:35,18,19,12,1999
272,945079956,1999-12-13 10:12:36,10,13,12,1999
273,945079889,1999-12-13 10:11:29,10,13,12,1999
274,945079143,1999-12-13 09:59:03,9,13,12,1999
275,964539357,2000-07-25 15:35:57,15,25,7,2000
276,945174134,1999-12-14 12:22:14,12,14,12,1999
277,986849001,2001-04-09 20:43:21,20,9,4,2001
278,964622642,2000-07-26 14:44:02,14,26,7,2000
279,964622617,2000-07-26 14:43:37,14,26,7,2000
280,964539431,2000-07-25 15:37:11,15,25,7,2000
281,945629179,1999-12-19 18:46:19,18,19,12,1999
282,964540505,2000-07-25 15:55:05,15,25,7,2000
283,986934786,2001-04-10 20:33:06,20,10,4,2001
284,986934870,2001-04-10 20:34:30,20,10,4,2001
285,945079052,1999-12-13 09:57:32,9,13,12,1999
286,986935016,2001-04-10 20:36:56,20,10,4,2001
287,986935328,2001-04-10 20:42:08,20,10,4,2001
288,986934738,2001-04-10 20:32:18,20,10,4,2001
289,964539855,2000-07-25 15:44:15,15,25,7,2000
290,945629238,1999-12-19 18:47:18,18,19,12,1999
291,964622590,2000-07-26 14:43:10,14,26,7,2000
292,964538964,2000-07-25 15:29:24,15,25,7,2000
293,945079164,1999-12-13 09:59:24,9,13,12,1999
294,986935302,2001-04-10 20:41:42,20,10,4,2001
295,945079858,1999-12-13 10:10:58,10,13,12,1999
296,945173385,1999-12-14 12:09:45,12,14,12,1999
297,945078863,1999-12-13 09:54:23,9,13,12,1999
298,945079013,1999-12-13 09:56:53,9,13,12,1999
299,945078542,1999-12-13 09:49:02,9,13,12,1999
300,964778621,2000-07-28 10:03:41,10,28,7,2000
301,945173553,1999-12-14 12:12:33,12,14,12,1999
302,964539628,2000-07-25 15:40:28,15,25,7,2000
303,945078814,1999-12-13 09:53:34,9,13,12,1999
304,964539140,2000-07-25 15:32:20,15,25,7,2000
305,945078708,1999-12-13 09:51:48,9,13,12,1999
306,945078528,1999-12-13 09:48:48,9,13,12,1999
307,986848610,2001-04-09 20:36:50,20,9,4,2001
308,986936200,2001-04-10 20:56:40,20,10,4,2001
309,945079920,1999-12-13 10:12:00,10,13,12,1999
310,986934884,2001-04-10 20:34:44,20,10,4,2001
311,964778197,2000-07-28 09:56:37,9,28,7,2000
312,964622487,2000-07-26 14:41:27,14,26,7,2000
313,964539121,2000-07-25 15:32:01,15,25,7,2000
314,964538930,2000-07-25 15:28:50,15,25,7,2000
315,964539771,2000-07-25 15:42:51,15,25,7,2000
316,964539828,2000-07-25 15:43:48,15,25,7,2000
317,986934498,2001-04-10 20:28:18,20,10,4,2001
318,964538329,2000-07-25 15:18:49,15,25,7,2000
319,964539395,2000-07-25 15:36:35,15,25,7,2000
320,986849238,2001-04-09 20:47:18,20,9,4,2001
321,964538243,2000-07-25 15:17:23,15,25,7,2000
322,986848908,2001-04-09 20:41:48,20,9,4,2001
323,964538351,2000-07-25 15:19:11,15,25,7,2000
324,986849212,2001-04-09 20:46:52,20,9,4,2001
325,964539085,2000-07-25 15:31:25,15,25,7,2000
326,986936207,2001-04-10 20:56:47,20,10,4,2001
327,986849180,2001-04-09 20:46:20,20,9,4,2001
328,986934465,2001-04-10 20:27:45,20,10,4,2001
329,986849149,2001-04-09 20:45:49,20,9,4,2001
330,986849164,2001-04-09 20:46:04,20,9,4,2001
331,986849130,2001-04-09 20:45:30,20,9,4,2001
332,986849254,2001-04-09 20:47:34,20,9,4,2001
333,986848856,2001-04-09 20:40:56,20,9,4,2001
334,986849201,2001-04-09 20:46:41,20,9,4,2001
335,986849226,2001-04-09 20:47:06,20,9,4,2001
336,986848753,2001-04-09 20:39:13,20,9,4,2001
337,986848665,2001-04-09 20:37:45,20,9,4,2001
338,986848685,2001-04-09 20:38:05,20,9,4,2001
339,986848700,2001-04-09 20:38:20,20,9,4,2001
340,1007569424,2001-12-05 16:23:44,16,5,12,2001
341,1007574542,2001-12-05 17:49:02,17,5,12,2001
342,1007569465,2001-12-05 16:24:25,16,5,12,2001
343,1007574470,2001-12-05 17:47:50,17,5,12,2001
344,1007569586,2001-12-05 16:26:26,16,5,12,2001
345,1007574509,2001-12-05 17:48:29,17,5,12,2001
346,1007574532,2001-12-05 17:48:52,17,5,12,2001
347,1007569445,2001-12-05 16:24:05,16,5,12,2001
348,847434962,1996-11-08 06:36:02,6,8,11,1996
349,847435238,1996-11-08 06:40:38,6,8,11,1996
350,847434881,1996-11-08 06:34:41,6,8,11,1996
351,847435292,1996-11-08 06:41:32,6,8,11,1996
352,847434961,1996-11-08 06:36:01,6,8,11,1996
353,847434880,1996-11-08 06:34:40,6,8,11,1996
354,847434748,1996-11-08 06:32:28,6,8,11,1996
355,847434802,1996-11-08 06:33:22,6,8,11,1996
356,847435337,1996-11-08 06:42:17,6,8,11,1996
357,847435129,1996-11-08 06:38:49,6,8,11,1996
358,847435311,1996-11-08 06:41:51,6,8,11,1996
359,847434832,1996-11-08 06:33:52,6,8,11,1996
360,847434882,1996-11-08 06:34:42,6,8,11,1996
361,847434801,1996-11-08 06:33:21,6,8,11,1996
362,847434960,1996-11-08 06:36:00,6,8,11,1996
363,847435258,1996-11-08 06:40:58,6,8,11,1996
364,847434747,1996-11-08 06:32:27,6,8,11,1996
365,845553522,1996-10-17 11:58:42,11,17,10,1996
366,845554296,1996-10-17 12:11:36,12,17,10,1996
367,845554349,1996-10-17 12:12:29,12,17,10,1996
368,845553938,1996-10-17 12:05:38,12,17,10,1996
369,845553757,1996-10-17 12:02:37,12,17,10,1996
370,845554264,1996-10-17 12:11:04,12,17,10,1996
371,845555281,1996-10-17 12:28:01,12,17,10,1996
372,845553253,1996-10-17 11:54:13,11,17,10,1996
373,845553489,1996-10-17 11:58:09,11,17,10,1996
374,845555588,1996-10-17 12:33:08,12,17,10,1996
375,845554505,1996-10-17 12:15:05,12,17,10,1996
376,845553819,1996-10-17 12:03:39,12,17,10,1996
377,845553559,1996-10-17 11:59:19,11,17,10,1996
378,845553382,1996-10-17 11:56:22,11,17,10,1996
379,845553875,1996-10-17 12:04:35,12,17,10,1996
380,845554397,1996-10-17 12:13:17,12,17,10,1996
381,845553695,1996-10-17 12:01:35,12,17,10,1996
382,845555362,1996-10-17 12:29:22,12,17,10,1996
383,845555402,1996-10-17 12:30:02,12,17,10,1996
384,845553426,1996-10-17 11:57:06,11,17,10,1996
385,845553354,1996-10-17 11:55:54,11,17,10,1996
386,845553726,1996-10-17 12:02:06,12,17,10,1996
387,845554962,1996-10-17 12:22:42,12,17,10,1996
388,845555607,1996-10-17 12:33:27,12,17,10,1996
389,845553907,1996-10-17 12:05:07,12,17,10,1996
390,845554551,1996-10-17 12:15:51,12,17,10,1996
391,845553317,1996-10-17 11:55:17,11,17,10,1996
392,845553381,1996-10-17 11:56:21,11,17,10,1996
393,845554263,1996-10-17 12:11:03,12,17,10,1996
394,845555454,1996-10-17 12:30:54,12,17,10,1996
395,845553660,1996-10-17 12:01:00,12,17,10,1996
396,845555070,1996-10-17 12:24:30,12,17,10,1996
397,845555151,1996-10-17 12:25:51,12,17,10,1996
398,845555317,1996-10-17 12:28:37,12,17,10,1996
399,845554907,1996-10-17 12:21:47,12,17,10,1996
400,845556131,1996-10-17 12:42:11,12,17,10,1996
401,845555300,1996-10-17 12:28:20,12,17,10,1996
402,845555694,1996-10-17 12:34:54,12,17,10,1996
403,845555124,1996-10-17 12:25:24,12,17,10,1996
404,845554584,1996-10-17 12:16:24,12,17,10,1996
405,845555436,1996-10-17 12:30:36,12,17,10,1996
406,845553283,1996-10-17 11:54:43,11,17,10,1996
407,845553994,1996-10-17 12:06:34,12,17,10,1996
408,845556257,1996-10-17 12:44:17,12,17,10,1996
409,845555342,1996-10-17 12:29:02,12,17,10,1996
410,845554987,1996-10-17 12:23:07,12,17,10,1996
411,845555024,1996-10-17 12:23:44,12,17,10,1996
412,845553586,1996-10-17 11:59:46,11,17,10,1996
413,845553966,1996-10-17 12:06:06,12,17,10,1996
414,845553110,1996-10-17 11:51:50,11,17,10,1996
415,845553146,1996-10-17 11:52:26,11,17,10,1996
416,845555006,1996-10-17 12:23:26,12,17,10,1996
417,845553457,1996-10-17 11:57:37,11,17,10,1996
418,845554479,1996-10-17 12:14:39,12,17,10,1996
419,845554931,1996-10-17 12:22:11,12,17,10,1996
420,845553619,1996-10-17 12:00:19,12,17,10,1996
421,845556241,1996-10-17 12:44:01,12,17,10,1996
422,845554455,1996-10-17 12:14:15,12,17,10,1996
423,845556290,1996-10-17 12:44:50,12,17,10,1996
424,845555477,1996-10-17 12:31:17,12,17,10,1996
425,845554024,1996-10-17 12:07:04,12,17,10,1996
426,845556106,1996-10-17 12:41:46,12,17,10,1996
427,845556310,1996-10-17 12:45:10,12,17,10,1996
428,845556181,1996-10-17 12:43:01,12,17,10,1996
429,845554099,1996-10-17 12:08:19,12,17,10,1996
430,845555382,1996-10-17 12:29:42,12,17,10,1996
431,845553794,1996-10-17 12:03:14,12,17,10,1996
432,845553174,1996-10-17 11:52:54,11,17,10,1996
433,845554176,1996-10-17 12:09:36,12,17,10,1996
434,845555571,1996-10-17 12:32:51,12,17,10,1996
435,845555655,1996-10-17 12:34:15,12,17,10,1996
436,845555172,1996-10-17 12:26:12,12,17,10,1996
437,845554376,1996-10-17 12:12:56,12,17,10,1996
438,845555249,1996-10-17 12:27:29,12,17,10,1996
439,845553844,1996-10-17 12:04:04,12,17,10,1996
440,845554320,1996-10-17 12:12:00,12,17,10,1996
441,845555546,1996-10-17 12:32:26,12,17,10,1996
442,845556119,1996-10-17 12:41:59,12,17,10,1996
443,845554603,1996-10-17 12:16:43,12,17,10,1996
444,845553200,1996-10-17 11:53:20,11,17,10,1996
445,845554062,1996-10-17 12:07:42,12,17,10,1996
446,845555071,1996-10-17 12:24:31,12,17,10,1996
447,845555046,1996-10-17 12:24:06,12,17,10,1996
448,845556223,1996-10-17 12:43:43,12,17,10,1996
449,845555265,1996-10-17 12:27:45,12,17,10,1996
450,845556412,1996-10-17 12:46:52,12,17,10,1996
451,845555094,1996-10-17 12:24:54,12,17,10,1996
452,845554141,1996-10-17 12:09:01,12,17,10,1996
453,845554420,1996-10-17 12:13:40,12,17,10,1996
454,845554224,1996-10-17 12:10:24,12,17,10,1996
455,845555632,1996-10-17 12:33:52,12,17,10,1996
456,845554908,1996-10-17 12:21:48,12,17,10,1996
457,845554524,1996-10-17 12:15:24,12,17,10,1996
458,845553109,1996-10-17 11:51:49,11,17,10,1996
459,845556147,1996-10-17 12:42:27,12,17,10,1996
460,845556378,1996-10-17 12:46:18,12,17,10,1996
461,845556462,1996-10-17 12:47:42,12,17,10,1996
462,845556915,1996-10-17 12:55:15,12,17,10,1996
463,845556506,1996-10-17 12:48:26,12,17,10,1996
464,845555656,1996-10-17 12:34:16,12,17,10,1996
465,845556194,1996-10-17 12:43:14,12,17,10,1996
466,845555514,1996-10-17 12:31:54,12,17,10,1996
467,845556222,1996-10-17 12:43:42,12,17,10,1996
468,845556120,1996-10-17 12:42:00,12,17,10,1996
469,845555675,1996-10-17 12:34:35,12,17,10,1996
470,845556340,1996-10-17 12:45:40,12,17,10,1996
471,845556448,1996-10-17 12:47:28,12,17,10,1996
472,845556808,1996-10-17 12:53:28,12,17,10,1996
473,845556567,1996-10-17 12:49:27,12,17,10,1996
474,845556475,1996-10-17 12:47:55,12,17,10,1996
475,845556323,1996-10-17 12:45:23,12,17,10,1996
476,845556694,1996-10-17 12:51:34,12,17,10,1996
477,845556860,1996-10-17 12:54:20,12,17,10,1996
478,845556579,1996-10-17 12:49:39,12,17,10,1996
479,845556278,1996-10-17 12:44:38,12,17,10,1996
480,1106635946,2005-01-25 06:52:26,6,25,1,2005
481,1106635993,2005-01-25 06:53:13,6,25,1,2005
482,1106635520,2005-01-25 06:45:20,6,25,1,2005
483,1106635925,2005-01-25 06:52:05,6,25,1,2005
484,1106635987,2005-01-25 06:53:07,6,25,1,2005
485,1106635933,2005-01-25 06:52:13,6,25,1,2005
486,1106635915,2005-01-25 06:51:55,6,25,1,2005
487,1106635937,2005-01-25 06:52:17,6,25,1,2005
488,1106635532,2005-01-25 06:45:32,6,25,1,2005
489,1106635917,2005-01-25 06:51:57,6,25,1,2005
490,1106635714,2005-01-25 06:48:34,6,25,1,2005
491,1106635971,2005-01-25 06:52:51,6,25,1,2005
492,1106635940,2005-01-25 06:52:20,6,25,1,2005
493,1106635922,2005-01-25 06:52:02,6,25,1,2005
494,1106635912,2005-01-25 06:51:52,6,25,1,2005
495,1106712636,2005-01-26 04:10:36,4,26,1,2005
