userId,movieId,time_Id,rating
293,471,133,3
216,658,134,3
250,140,135,3
59,23,136,5
286,379,137,5
244,815,138,4
7,479,139,4
174,368,140,1
87,274,141,4
194,1211,142,2
82,1134,143,2
13,836,144,2
13,272,145,4
244,756,146,2
305,427,147,5
95,787,148,2
43,14,149,2
299,955,150,4
57,419,151,3
84,405,152,3
269,504,153,4
299,111,154,3
194,466,155,4
160,135,109,4
99,268,156,3
10,486,157,4
259,117,158,4
85,427,159,3
303,919,160,4
213,273,161,5
121,514,162,3
90,98,163,5
49,559,164,2
42,794,165,3
155,323,166,2
68,117,167,4
172,177,168,4
19,4,169,4
268,231,170,4
5,2,171,3
305,117,172,2
44,294,173,4
43,137,174,4
279,1336,175,1
80,466,176,5
254,164,177,4
298,281,178,3
279,1240,179,1
66,298,180,4
18,443,181,3
268,1035,182,2
99,79,183,4
13,98,184,4
26,258,185,3
7,455,186,4
222,755,187,4
200,673,188,5
119,328,189,4
213,172,190,5
276,322,191,3
94,1217,192,3
130,379,193,4
38,328,194,4
160,719,195,3
293,1267,196,3
26,930,197,2
130,216,198,4
92,1079,199,3
256,452,200,4
1,61,201,4
72,48,202,4
56,755,203,3
13,360,204,4
15,405,205,2
92,77,206,3
207,476,207,2
292,174,208,5
232,483,209,5
251,748,210,2
224,26,211,3
181,220,212,4
259,255,213,4
305,471,214,4
52,280,215,3
161,202,216,5
148,408,217,5
125,235,218,2
97,228,35,5
58,1098,115,4
83,234,219,4
90,347,220,4
272,178,221,5
194,181,222,3
125,478,223,4
110,688,224,1
299,14,225,4
151,10,226,5
269,127,227,4
6,14,228,5
54,106,229,3
303,69,230,5
16,944,231,1
301,790,232,4
276,1091,233,3
305,214,234,2
194,1028,235,2
91,323,236,2
87,554,237,4
294,109,238,4
286,171,239,4
200,318,240,5
229,328,241,1
178,568,242,4
303,842,243,2
62,65,244,4
207,591,245,3
92,172,246,4
301,401,247,4
36,339,248,5
70,746,249,3
63,242,250,3
28,201,251,3
279,68,252,4
250,7,253,4
14,98,254,3
299,1018,255,3
194,54,155,3
303,815,256,3
119,237,257,5
295,218,258,5
268,930,259,2
268,2,260,2
66,258,261,4
233,202,262,5
83,623,263,4
214,334,264,3
192,476,265,2
100,344,266,4
268,145,267,1
301,56,268,4
307,89,269,5
234,141,270,3
83,576,271,4
181,264,272,2
297,133,273,4
38,153,274,5
7,382,275,4
264,813,276,4
181,872,277,1
201,146,278,1
85,507,279,4
269,367,280,3
59,468,281,3
286,143,282,4
193,96,283,1
113,595,284,5
292,11,285,5
130,1014,286,3
275,98,287,4
189,520,288,5
219,82,289,1
218,209,290,5
123,427,291,3
119,222,292,5
158,177,293,4
222,118,294,4
302,322,295,2
279,501,296,3
301,79,297,5
181,3,298,2
201,695,299,1
13,198,300,3
1,189,301,3
145,237,302,5
23,385,303,4
201,767,304,4
296,705,305,5
42,546,306,3
33,872,307,3
301,554,308,3
16,64,309,5
95,135,310,3
154,357,311,4
77,484,312,5
296,508,313,5
302,303,314,2
244,673,315,3
222,77,316,4
13,215,317,5
16,705,318,5
270,452,319,4
145,15,320,2
187,64,321,5
200,304,322,5
170,749,323,5
101,829,324,3
184,218,325,3
128,204,326,4
181,1295,327,1
184,153,328,3
1,33,329,4
1,160,330,4
184,321,331,5
54,595,332,3
94,343,333,4
128,508,334,4
23,323,335,2
301,227,336,3
301,191,337,3
112,903,338,1
82,183,339,3
222,724,340,3
218,430,341,3
308,1197,342,4
303,134,343,5
133,751,344,3
215,212,345,2
69,256,346,5
254,662,347,4
276,2,348,4
104,984,349,1
63,1067,350,3
267,410,351,4
13,56,184,5
240,879,352,3
286,237,353,2
294,271,354,5
90,1086,355,4
18,26,356,4
92,229,357,3
308,649,358,4
144,89,359,3
191,302,360,4
59,951,361,3
200,96,362,5
16,197,363,5
61,678,364,3
271,199,365,4
271,709,366,3
142,169,367,5
275,597,368,3
222,151,369,3
87,40,370,3
207,258,371,4
272,1393,372,2
177,333,373,4
207,1115,374,2
299,577,375,3
271,378,376,4
305,425,377,4
49,959,378,2
94,1224,379,3
130,1017,380,3
10,175,381,3
203,321,382,3
191,286,383,4
43,323,384,3
21,558,385,5
197,96,386,5
13,344,387,2
194,66,388,3
234,206,389,4
308,402,390,4
308,640,391,4
269,522,392,5
94,265,393,4
268,62,394,3
272,12,395,5
121,291,396,3
296,20,397,5
134,286,398,3
180,462,399,5
234,612,400,3
104,117,401,2
38,758,402,1
269,845,403,1
7,163,404,4
234,1451,405,3
275,405,406,2
52,250,407,3
102,823,408,3
13,186,409,4
178,731,410,4
236,71,411,3
256,781,412,5
263,176,413,5
244,186,414,3
279,1181,415,4
43,815,416,4
83,78,417,2
151,197,418,5
254,436,419,2
109,631,420,3
297,716,421,3
249,188,422,4
144,699,423,4
301,604,424,4
64,392,425,3
92,501,426,2
222,97,427,4
268,436,428,3
293,135,429,5
213,173,190,5
160,460,30,2
13,498,430,4
59,715,431,5
5,17,432,4
125,163,433,5
174,315,434,5
114,505,435,3
213,515,436,4
23,196,437,2
128,15,438,4
239,56,439,4
181,279,440,1
291,80,441,4
250,238,442,4
201,649,443,3
60,60,444,5
181,325,277,2
119,407,445,3
287,1,446,5
216,228,447,3
216,531,448,4
203,471,449,4
92,587,450,3
13,892,451,3
213,176,452,4
286,288,453,5
117,1047,454,2
99,111,455,1
11,558,456,3
65,47,457,2
295,194,458,4
269,217,459,2
85,259,460,2
250,596,461,5
137,144,462,5
201,960,463,2
257,137,464,4
111,328,465,4
91,480,466,4
215,211,467,4
181,938,468,1
189,1060,469,5
1,20,470,4
303,404,471,4
299,305,472,3
187,210,473,4
222,278,474,2
214,568,475,4
293,770,476,3
285,191,477,4
303,252,478,3
96,156,479,4
72,1110,480,3
115,1067,61,4
7,430,481,3
116,350,482,3
73,480,483,4
269,246,484,5
263,419,485,5
70,431,249,3
221,475,486,4
72,182,487,5
25,357,488,4
290,50,489,5
189,526,490,4
299,303,491,3
264,294,492,3
200,365,493,5
187,135,494,4
184,187,495,4
63,289,496,2
13,229,497,4
298,486,498,3
235,185,499,4
62,712,500,4
246,94,501,2
54,742,502,5
63,762,503,3
11,732,504,3
92,168,505,4
8,550,506,3
307,174,507,4
303,200,508,4
256,849,509,2
72,54,510,3
164,406,511,2
117,150,512,4
224,77,513,4
193,869,514,3
94,184,515,2
281,338,516,2
130,109,517,3
128,371,518,1
94,720,519,1
182,845,520,3
129,873,521,1
254,229,522,4
64,381,523,4
151,176,524,2
45,25,525,4
193,879,526,3
276,922,527,4
276,57,528,3
234,187,400,4
181,306,529,1
21,370,530,1
293,249,531,3
264,721,532,5
10,611,533,5
197,346,534,3
276,142,535,3
308,427,536,4
221,943,537,4
131,126,538,4
268,824,539,2
109,8,540,3
198,58,541,3
230,680,542,4
181,741,543,1
192,1061,544,4
234,448,545,3
90,900,546,4
193,941,547,4
128,603,548,5
126,905,549,2
244,265,550,4
90,289,551,3
157,25,552,3
305,71,553,3
119,382,554,5
21,222,555,2
231,181,556,4
280,508,557,3
288,132,558,3
279,1497,559,2
301,33,560,4
72,699,561,3
90,259,562,2
308,55,563,3
59,742,564,3
94,744,565,4
130,642,566,4
26,1015,567,3
56,121,568,5
82,508,569,2
62,12,570,4
276,40,571,3
181,1015,572,1
152,301,573,3
178,845,574,4
217,597,575,4
79,303,576,4
138,484,577,4
308,81,578,5
75,284,579,2
269,198,580,4
307,94,581,3
222,781,582,3
121,740,583,3
269,22,584,1
13,864,585,4
230,742,586,5
269,507,587,4
239,1099,588,5
245,1028,589,5
56,546,590,3
295,961,591,5
271,1028,592,2
222,812,593,2
69,240,346,3
10,7,594,4
22,376,595,3
294,931,596,3
82,717,597,1
279,399,598,4
269,234,599,1
6,98,600,5
243,1039,601,4
298,181,602,4
282,325,603,1
78,323,604,1
118,200,605,5
283,1114,606,5
171,292,607,4
70,217,608,4
10,100,609,5
245,181,610,4
107,333,611,3
246,561,612,1
13,901,613,1
276,70,614,4
244,17,615,2
189,56,616,5
226,242,617,5
62,1016,618,4
276,417,619,4
214,478,620,4
306,235,621,4
222,26,622,3
280,631,623,5
60,430,624,5
56,71,625,4
42,274,306,5
1,202,626,5
13,809,627,4
173,289,628,4
15,749,629,1
185,23,630,4
280,540,631,3
244,381,632,4
150,293,633,4
7,497,634,4
178,317,635,4
178,742,636,3
95,1217,637,3
234,1462,638,3
97,222,639,5
109,127,640,2
117,268,641,5
269,705,642,2
130,1246,643,3
264,655,644,4
207,13,645,3
42,588,646,5
246,409,647,2
87,367,648,4
101,304,649,3
256,127,650,4
92,794,651,3
181,762,652,2
213,235,653,1
92,739,654,2
292,661,655,5
246,665,656,4
274,845,657,5
188,692,658,5
18,86,356,4
5,439,659,1
236,632,660,3
193,407,661,4
144,709,662,4
90,1198,663,5
48,609,664,4
5,225,665,2
22,128,666,5
311,432,667,4
8,22,668,5
276,188,669,4
222,173,622,5
72,866,670,4
299,134,671,4
1,171,672,5
308,295,673,3
165,216,674,4
222,49,675,3
181,121,37,4
200,11,676,5
234,626,677,4
244,707,678,4
90,25,679,5
208,216,680,5
263,96,681,4
134,323,682,4
279,586,683,4
2,292,684,4
288,593,685,2
49,302,686,4
286,153,687,5
205,304,688,3
22,80,689,4
234,318,690,4
223,328,691,3
15,25,692,3
268,147,693,4
94,1220,694,3
274,405,695,4
7,492,139,5
268,217,267,2
16,55,696,5
164,620,697,3
290,161,58,4
92,515,698,4
239,1070,699,5
56,449,700,5
248,234,701,4
234,10,702,3
280,1049,703,2
308,187,563,5
276,64,704,5
192,948,705,3
122,509,706,4
85,588,707,3
262,931,708,2
201,272,709,3
181,870,37,2
295,739,710,4
263,568,711,4
295,39,712,4
201,1100,713,4
93,820,714,3
159,1028,715,5
158,665,716,2
293,423,717,3
82,597,718,3
276,181,719,5
13,823,720,5
217,2,721,3
83,660,722,4
189,20,723,5
222,796,724,4
146,1022,725,5
267,121,726,3
126,294,727,3
181,1060,728,1
125,80,729,4
43,120,730,4
13,780,731,1
253,259,732,2
42,44,733,3
77,518,734,4
291,686,735,5
268,21,736,3
262,28,737,3
234,81,738,3
29,245,739,3
236,57,740,5
158,729,741,3
156,661,742,4
232,52,743,5
168,866,744,5
37,288,745,4
141,245,746,3
235,230,747,4
102,70,748,3
77,172,749,3
90,506,220,5
186,566,750,5
44,660,751,5
118,774,752,5
7,661,753,5
49,1003,754,2
62,68,755,1
42,1028,756,4
178,433,757,4
85,51,758,2
77,474,759,5
58,1099,760,2
56,1047,761,4
197,688,762,1
286,99,763,4
90,258,764,3
181,1288,765,1
295,190,766,4
224,69,767,4
272,317,768,4
221,1010,769,3
66,877,261,1
207,318,770,5
234,487,20,3
7,648,771,5
87,82,772,5
195,1052,773,1
44,449,774,5
306,287,775,4
194,172,776,3
94,62,777,3
167,659,778,4
108,100,779,4
230,304,542,5
181,927,728,1
54,302,780,4
90,22,781,4
181,696,782,2
286,357,783,4
14,269,784,4
311,179,785,2
92,121,786,5
21,440,787,1
244,550,788,1
181,405,789,4
65,806,790,4
37,540,791,2
44,443,792,5
244,183,793,4
1,265,794,4
270,25,795,5
299,387,796,2
94,572,797,3
286,746,798,4
239,272,799,5
216,55,800,5
254,121,801,3
62,665,802,2
178,385,803,4
194,23,804,4
268,955,805,3
188,143,806,5
276,294,807,4
158,1098,808,4
207,845,809,3
161,48,810,1
305,654,811,4
47,324,812,3
64,736,813,4
191,751,814,3
7,378,815,5
59,92,816,5
69,268,817,5
10,461,818,3
21,129,555,4
58,9,819,4
194,152,820,3
7,200,821,5
113,126,822,5
173,328,823,5
95,233,824,4
16,194,825,5
59,323,826,4
311,654,827,3
292,589,828,4
43,203,829,4
79,50,830,4
235,70,831,5
125,190,832,5
284,322,833,3
303,161,834,5
254,378,835,3
255,1034,836,1
104,301,837,2
90,923,838,5
6,463,839,4
279,122,840,1
286,298,841,4
222,448,842,3
297,57,843,5
42,625,844,3
130,1217,845,4
254,357,846,3
109,475,847,1
230,1444,848,2
244,310,849,3
6,301,850,2
36,748,851,4
256,443,852,3
102,515,853,1
104,285,854,4
21,447,385,5
111,301,855,4
18,408,856,5
25,222,857,4
110,944,858,3
270,98,859,5
68,237,860,5
83,215,861,4
6,258,862,2
89,216,863,5
128,317,864,4
305,512,865,4
184,412,866,2
286,175,867,5
279,1428,868,3
256,86,869,5
221,48,870,5
140,332,871,3
190,977,872,2
11,227,873,3
201,203,874,5
150,181,875,5
126,245,876,3
20,208,877,2
144,742,878,4
181,930,879,1
109,566,880,4
85,1065,881,3
213,133,882,3
222,379,883,1
223,11,884,3
215,421,885,4
218,208,886,3
174,937,887,5
275,186,888,3
68,742,889,1
268,583,890,4
160,462,891,4
195,273,892,4
224,178,893,4
5,110,894,1
99,1016,895,5
2,251,896,5
292,9,897,4
72,568,898,4
85,228,899,3
83,281,900,5
92,831,901,2
7,543,902,3
87,401,903,2
287,926,904,4
1,155,905,2
234,632,906,2
222,53,907,5
24,64,908,5
7,554,909,3
82,56,910,3
161,318,911,3
196,393,912,4
56,91,625,4
82,477,913,3
7,472,914,2
256,761,915,4
226,56,916,4
279,741,917,5
308,1286,918,3
16,8,318,5
180,202,919,3
203,93,920,4
145,56,921,5
288,305,922,4
84,742,923,3
44,644,924,3
17,13,925,3
313,117,926,4
148,1,927,4
197,347,534,4
21,164,385,5
279,982,928,3
239,491,929,5
185,287,930,5
297,89,931,4
303,68,932,4
186,250,933,1
73,206,934,3
104,756,935,2
94,216,936,3
239,194,937,5
197,511,386,5
280,1,938,4
1,117,939,3
224,583,940,1
303,397,941,1
60,162,444,4
198,258,942,4
239,513,943,5
6,69,944,3
233,375,945,4
85,642,946,4
110,38,947,3
184,522,948,3
99,873,949,1
13,418,950,2
201,518,951,4
13,858,952,1
214,131,953,3
296,228,954,4
222,87,955,3
279,725,956,4
217,182,957,2
85,433,958,3
239,234,959,3
13,72,960,4
194,77,961,3
208,663,962,5
109,178,963,3
230,172,964,4
59,485,965,2
313,478,966,3
70,1133,967,3
62,182,968,5
198,234,969,3
65,125,970,4
174,660,971,5
90,12,972,5
130,1248,973,3
100,354,974,2
283,432,975,5
275,418,976,3
311,98,977,5
195,751,978,4
130,105,979,4
269,252,980,1
286,73,981,5
7,623,982,3
56,222,983,5
210,204,984,5
239,9,985,5
96,87,986,4
297,73,987,2
249,239,988,3
94,860,989,2
84,121,990,4
275,265,991,4
135,1046,992,3
291,1178,441,4
125,382,993,1
70,399,994,4
311,9,995,4
301,523,996,4
152,685,997,5
244,172,998,4
275,1091,999,2
53,281,1000,4
198,118,1001,2
244,790,1002,4
26,125,1003,4
151,13,1004,3
124,496,1005,1
24,191,1006,5
271,65,1007,3
307,634,1008,3
294,1245,1009,3
234,241,1010,2
25,501,1011,3
293,137,1012,3
201,432,1013,3
75,240,1014,1
13,181,1015,5
207,68,1016,2
2,50,896,5
313,566,1017,4
144,125,1018,4
188,443,1019,4
276,324,1020,4
145,974,1021,1
72,234,1022,4
83,385,1023,4
181,619,1024,3
109,402,1025,4
207,107,1026,3
185,216,1027,4
14,213,1028,5
149,319,1029,2
57,79,1030,5
230,963,1031,5
176,875,1032,4
253,97,1033,4
284,269,1034,4
106,526,1035,4
121,180,1036,3
62,86,1037,2
291,418,1038,4
84,1033,1039,4
293,380,1040,2
207,58,1041,3
194,187,1042,4
109,97,1043,3
283,845,1044,4
297,275,1045,5
181,334,1046,1
78,255,1047,4
11,425,1048,4
308,59,1049,4
193,1078,1050,4
297,234,1051,3
87,585,1052,4
250,204,1053,2
8,50,1054,5
186,148,1055,4
312,692,1056,4
91,683,1057,3
5,454,1058,1
291,376,1059,3
175,127,1060,5
145,737,1061,2
7,644,1062,5
276,419,619,5
83,210,1063,5
102,524,748,3
153,174,1064,1
62,302,1065,3
49,995,1066,3
268,298,1067,3
207,554,1068,2
313,616,1069,5
286,44,1070,3
279,168,1071,5
276,474,1072,5
62,59,1073,4
254,219,1074,1
83,97,1075,4
63,100,1076,5
16,178,1077,5
297,233,1078,2
90,945,663,5
85,25,1079,2
42,98,1080,4
303,393,1081,4
274,50,1082,5
104,299,1083,3
94,792,1084,4
184,98,1085,4
293,708,1040,3
248,589,701,4
18,950,1086,3
217,27,1087,1
200,892,1088,4
201,148,1089,1
296,222,1090,5
7,662,1091,3
196,381,1092,4
69,427,1093,3
72,196,1094,4
256,472,1095,4
128,182,1096,4
151,747,1097,3
7,171,1098,3
286,85,1099,5
172,220,1100,4
308,516,1101,4
190,974,1102,2
82,756,1103,1
308,436,1104,4
59,235,1105,1
64,1063,1106,3
145,756,1107,2
220,298,1108,4
21,324,1109,4
285,269,1110,4
207,65,1111,3
198,658,541,3
220,333,1112,3
210,70,1113,4
181,14,212,1
158,128,1114,2
143,682,1115,3
75,237,1116,2
199,221,1117,4
223,1150,1118,2
297,25,1119,4
276,78,1120,4
299,847,1121,4
293,325,1122,2
301,138,1123,2
1,47,1124,4
164,281,1125,4
96,673,479,4
291,1016,1126,4
7,451,1127,5
233,177,1128,4
6,517,1129,4
202,283,1130,3
214,117,1131,4
184,602,1132,4
277,257,1133,3
194,212,1134,1
95,68,1135,4
25,257,54,4
6,23,1136,4
38,573,1137,1
313,436,1138,4
22,241,1139,3
262,617,1140,3
130,569,1141,3
66,181,1142,5
21,948,1143,1
181,1332,1144,1
262,174,1145,3
206,302,1146,5
222,22,1147,5
76,61,1148,4
151,703,1149,4
314,28,1150,5
13,147,1151,3
44,258,1152,4
303,418,1153,4
16,89,1154,2
270,558,1155,5
248,117,1156,5
125,318,1157,5
138,523,1158,5
268,386,1159,2
291,15,1160,5
234,147,1161,3
239,96,1162,5
15,331,1163,3
94,155,1164,2
136,89,1165,4
223,423,1166,3
82,194,1167,4
145,355,1168,3
280,845,1169,3
179,339,1170,1
178,199,1171,4
307,949,1172,4
10,488,1173,5
116,331,1174,3
23,258,1175,5
308,174,1176,4
185,114,1177,4
188,237,1178,3
118,654,1179,5
246,721,1180,4
234,98,1181,4
194,239,1182,3
94,24,1183,4
122,378,1184,4
312,100,1185,4
262,64,1186,5
154,242,1187,3
223,763,1188,3
99,403,1189,4
83,43,1075,4
130,307,1190,4
174,402,1191,5
256,487,1192,5
59,177,1193,4
161,168,1194,1
244,53,1195,3
250,196,1196,4
43,40,1197,3
285,150,1198,5
42,953,1199,2
97,670,1200,5
122,510,1201,4
61,323,1202,3
222,106,1203,2
4,264,1204,3
304,259,1205,1
37,403,1206,5
49,68,1207,1
303,1098,343,4
165,372,1208,5
176,324,1209,5
3,335,1210,1
56,869,1211,3
44,15,1212,4
190,117,1213,4
29,189,1214,4
94,174,1215,4
130,949,1216,3
117,181,1217,5
303,779,1218,1
19,435,169,5
194,191,1219,4
158,24,1220,4
56,447,1221,4
262,223,1222,3
181,1334,1223,1
214,137,1224,4
92,747,1225,4
188,96,1226,5
58,173,1227,5
244,154,1228,5
134,879,1229,4
298,625,1230,4
254,230,1231,4
230,138,1232,3
16,209,318,5
151,835,1233,5
181,1327,1234,1
145,1248,1235,3
200,588,1236,5
248,257,1237,3
297,432,1238,4
312,133,1239,5
151,12,1240,5
110,568,1241,3
305,483,234,5
141,258,1242,5
44,240,1243,4
186,263,1244,3
214,213,1245,4
233,208,1246,4
104,287,1247,2
312,153,1248,2
1,222,1249,4
206,323,1250,1
230,419,1251,4
56,450,1252,3
94,651,1253,5
205,316,1254,4
14,174,1255,5
268,790,1256,2
276,1081,1257,3
83,929,1258,3
268,580,1259,3
222,1041,1260,3
279,89,1261,4
5,424,1262,1
112,331,1263,4
296,429,1264,5
18,202,1265,3
13,868,430,5
87,210,1266,5
10,285,1267,5
181,328,1268,3
23,463,1269,4
253,746,1270,3
234,228,1271,3
299,1047,1272,2
66,1,180,3
216,174,1273,5
290,208,1274,3
79,1161,1275,2
264,448,1276,2
4,303,1277,5
144,831,1278,3
138,517,1279,4
64,433,1280,2
5,1,1281,4
276,357,528,5
62,433,1282,5
239,475,1283,5
293,166,1284,3
130,234,1285,5
264,70,1286,4
208,197,1287,5
24,763,1288,5
279,1162,1289,3
3,245,1290,1
101,596,1291,3
162,1019,1292,4
223,908,1293,1
99,246,1294,3
239,430,1295,3
160,160,1296,5
172,580,1297,4
303,1160,1298,2
54,676,1299,5
44,507,1300,3
210,97,1301,5
164,930,1302,4
299,240,1303,2
28,217,251,3
305,79,1304,3
18,729,1305,3
82,343,1306,1
109,1012,1307,4
207,25,1308,4
92,1209,1309,1
109,1,1310,4
15,222,1311,3
58,709,1312,5
303,693,1313,4
152,111,1314,5
194,160,142,2
92,241,1315,3
77,91,1316,3
244,662,1317,3
177,321,1318,2
131,221,1319,3
197,302,534,3
227,50,1320,4
85,282,1321,3
295,72,1322,4
181,1,212,3
277,255,1323,4
279,96,1324,4
1,253,1325,5
18,182,1326,4
276,568,1327,4
87,177,237,5
177,69,1328,1
213,13,1329,4
125,134,1330,5
128,739,1331,4
291,428,1332,5
25,208,1333,4
288,272,1334,5
207,1350,1335,2
271,56,1336,3
5,363,1337,3
274,748,1338,5
70,419,1339,5
311,559,1340,2
151,919,1240,5
199,268,1341,5
201,209,1342,3
99,274,1343,1
11,740,1344,4
59,77,1345,4
184,277,1346,3
222,88,1347,4
38,161,1348,5
59,418,1349,2
104,300,837,3
298,1346,1350,3
180,1119,1351,3
7,674,1352,2
121,14,1353,5
268,1041,1354,1
252,277,1355,4
303,411,1356,4
210,527,1357,5
234,648,1358,3
312,573,1359,5
308,215,1360,3
234,1397,1361,4
75,546,1362,3
117,15,1363,5
246,239,1364,3
64,516,1365,5
85,187,1366,5
239,81,1367,3
59,54,431,4
256,220,1368,3
216,196,800,5
203,282,1369,1
13,195,1370,3
144,153,1371,5
100,268,1372,3
210,274,984,5
94,471,1373,4
13,807,1374,1
125,657,1375,3
65,1142,1376,4
1,113,1377,5
76,175,1378,4
294,508,1379,4
263,1451,1380,4
294,930,1381,3
121,117,1382,1
85,13,1383,3
303,426,1384,3
212,180,1385,1
6,492,261,5
181,240,1386,1
279,746,1387,5
303,1109,1388,4
184,191,1389,4
310,116,1390,5
313,22,1391,3
314,1150,1392,4
13,121,1393,5
43,5,1394,4
58,214,1395,2
215,164,1396,3
62,288,1065,2
280,127,1397,5
161,898,1398,3
11,723,1399,5
94,218,1400,3
35,243,1401,2
311,566,1402,4
48,680,1403,3
85,604,1404,4
288,527,1405,3
184,514,1406,5
151,929,1407,3
90,690,220,4
11,38,1408,3
104,1016,1409,1
106,582,1410,4
181,1010,1411,1
37,117,1412,4
276,845,1413,4
22,258,1414,5
70,82,1415,4
5,98,1416,3
308,95,1417,4
60,208,1418,5
270,778,1419,5
243,208,1420,4
92,540,1421,2
81,280,1422,4
293,412,1423,1
200,478,1424,5
13,308,1425,3
56,184,1426,4
116,250,1427,4
295,172,1428,4
63,1007,1429,5
295,235,1430,4
104,1010,1431,1
156,641,1432,5
269,1165,1433,1
160,430,1434,5
237,191,1435,4
287,252,1436,1
290,132,1437,3
45,109,1438,5
224,678,1439,3
145,764,1440,2
277,1011,1441,3
65,100,1442,3
272,1101,768,5
116,255,1443,3
184,86,1444,5
285,151,1198,5
222,148,1445,2
72,28,1446,4
271,187,1447,5
94,211,1448,5
246,425,1449,5
115,8,1450,5
176,327,1451,3
13,396,960,3
129,331,1452,2
257,1260,1453,2
95,1,1454,5
147,904,1455,5
151,58,1456,4
184,660,1457,3
311,386,1458,3
105,268,1459,4
158,510,1114,3
34,312,1460,4
72,427,126,5
263,416,1461,5
94,1048,694,4
200,291,1462,3
45,118,1463,4
279,144,1464,4
145,22,1465,5
71,89,1466,5
182,69,1467,5
193,627,1468,4
214,302,475,4
151,485,1469,5
102,322,1470,3
234,571,1471,2
249,930,1472,2
195,328,1473,4
109,258,1474,5
222,552,1475,2
282,288,1476,4
117,758,1477,2
23,381,1478,4
112,327,1479,1
303,145,1480,1
252,300,1481,4
151,372,1482,5
282,327,1483,5
304,237,1484,5
290,568,1485,3
64,160,1486,4
28,79,1487,4
168,1278,1488,3
265,471,1489,4
18,113,856,5
83,82,1490,5
90,499,663,5
234,1186,1491,4
87,196,1492,5
26,685,1003,3
150,129,633,4
161,98,1493,4
70,210,1494,4
51,182,1495,3
222,1057,1496,4
92,176,1497,5
204,216,1498,4
164,685,1499,5
57,682,1500,3
184,207,1501,4
60,403,1502,3
92,180,1503,5
43,204,1504,4
222,1042,1505,4
197,300,1506,4
92,790,1507,3
294,282,1508,3
201,747,1509,2
201,215,1510,2
193,410,1511,3
271,705,1512,4
214,693,1245,3
73,657,1513,5
90,187,1514,4
315,273,1515,3
48,309,1516,3
255,472,1517,1
270,671,1518,4
66,7,1519,3
6,478,1520,4
101,222,1521,3
207,1046,1522,4
144,182,1523,3
85,83,1524,4
102,625,1525,3
158,770,1526,5
297,588,1527,4
90,507,1528,5
271,482,1529,5
130,901,1530,1
178,276,1531,3
90,245,1532,3
181,1094,1024,1
311,143,1533,3
267,17,87,4
201,51,1089,2
194,647,1534,4
59,387,1535,3
1,227,1536,4
116,751,1537,3
170,292,1538,5
110,578,1539,3
60,1021,1540,5
287,347,1541,4
197,55,1542,3
38,679,1348,5
195,1014,1543,4
279,227,1544,4
84,748,1545,4
31,886,1546,2
316,98,1547,5
25,25,54,5
168,274,1548,4
103,24,1549,4
299,588,1550,4
194,478,1551,3
287,294,1552,5
234,582,1553,4
279,1048,1554,1
87,9,1555,4
181,408,1556,1
279,1151,1557,2
49,47,1558,5
296,855,1559,5
44,95,1560,4
92,216,1561,3
135,39,1562,3
13,66,1563,3
262,386,1564,3
7,676,1565,3
116,942,1566,3
318,474,1567,4
141,826,1568,2
269,13,1569,4
222,1044,1570,4
82,455,1571,4
279,254,1572,3
42,685,1573,4
