userId,AvgRating,TotalRatings,Cluster
290,3.811688311688312,77,0
291,3.6964285714285716,56,0
292,4.305555555555555,54,0
293,3.7045454545454546,22,0
294,4.132075471698113,106,4
295,3.4444444444444446,27,0
296,3.4270462633451957,281,4
297,3.607142857142857,28,0
298,3.703125,32,0
299,3.952991452991453,234,4
300,3.5168539325842696,89,0
301,3.9591836734693877,49,0
302,3.5,26,0
303,3.7586206896551726,464,4
304,3.7448979591836733,49,0
305,3.6530612244897958,49,0
306,4.3545454545454545,55,0
307,3.391304347826087,23,0
308,3.3402255639097747,266,4
309,2.9086294416243654,197,0
310,3.0365190365190364,1287,3
311,3.5949367088607596,79,0
312,3.875,48,0
313,3.525,20,0
314,3.6548672566371683,113,0
315,3.621661721068249,337,4
316,4.0,30,0
317,4.116666666666666,30,0
318,2.8205128205128207,39,0
319,4.345794392523365,107,0
320,2.2232142857142856,56,0
321,3.4871794871794872,39,0
322,3.790909090909091,110,0
323,4.3478260869565215,23,0
324,3.45,20,0
325,3.300925925925926,108,0
326,3.7096774193548385,124,0
327,3.409090909090909,44,0
328,3.3801652892561984,242,4
329,4.142857142857143,42,0
330,4.475663716814159,226,4
331,3.4006968641114983,287,0
332,4.480769230769231,26,0
333,3.53125,32,0
334,3.7906976744186047,43,0
335,3.78494623655914,93,0
336,3.3230769230769233,130,0
337,3.7714285714285714,175,4
338,3.85,100,0
339,4.171568627450981,102,4
340,2.9523809523809526,21,0
341,4.114754098360656,61,0
342,3.206896551724138,87,0
343,2.8597122302158273,139,0
344,2.9279279279279278,111,0
345,3.9245283018867925,106,0
346,4.04,25,0
347,3.896449704142012,169,0
348,3.701219512195122,164,4
349,3.4705882352941178,68,0
350,3.025,20,0
351,3.4615384615384617,26,0
352,3.150943396226415,424,4
353,3.7142857142857144,35,0
354,2.7841037204058625,887,3
355,3.619047619047619,21,0
356,2.870967741935484,31,0
357,2.9770114942528734,87,0
358,3.7147540983606557,305,4
359,4.418918918918919,37,0
360,3.7857142857142856,21,0
361,3.25,44,0
362,3.10625,80,0
363,3.5980392156862746,102,0
364,3.282258064516129,62,0
365,3.264705882352941,238,0
366,3.6732673267326734,101,0
367,3.6702127659574466,94,0
368,3.462962962962963,27,0
369,3.6606060606060606,165,4
370,4.029411764705882,34,0
371,3.2560975609756095,82,0
372,3.725806451612903,62,0
373,4.25,60,0
374,3.9107142857142856,28,0
375,4.168421052631579,95,0
376,2.8752362948960304,529,4
377,3.3333333333333335,24,0
378,4.205128205128205,39,0
379,3.0,22,0
380,4.067415730337078,178,4
381,3.369565217391304,46,0
382,4.067164179104478,67,0
383,3.372047244094488,254,4
384,3.8963414634146343,82,0
385,4.096774193548387,31,0
386,2.8413793103448275,290,0
387,4.062068965517241,290,4
388,4.075,20,0
389,4.336,250,4
390,3.9375,32,0
391,3.96,25,0
392,3.6842105263157894,38,0
393,3.985074626865672,67,0
394,3.2278481012658227,79,0
395,3.9285714285714284,28,0
396,4.326530612244898,49,0
397,3.8358208955223883,67,0
398,3.5238095238095237,21,0
399,3.723404255319149,517,4
400,3.9464285714285716,28,0
401,3.8392857142857144,56,0
402,2.8982658959537573,865,3
403,3.126491646778043,419,4
404,3.590909090909091,22,0
405,4.028528528528528,333,4
406,4.333333333333333,24,0
407,3.86,25,0
408,3.5806451612903225,62,0
409,3.39021164021164,378,4
410,2.8494152046783627,684,4
411,3.738095238095238,42,0
412,3.912621359223301,103,0
413,3.4341346153846155,1040,3
414,3.6158536585365852,82,0
415,4.442857142857143,105,0
416,3.14,50,0
417,4.5,38,0
418,3.959090909090909,110,0
419,4.244186046511628,43,0
420,3.3482142857142856,112,0
421,4.082191780821918,73,0
422,3.4898523985239853,542,4
423,3.5795454545454546,88,0
424,3.4731182795698925,93,0
425,3.4545454545454546,297,4
426,3.5680473372781063,169,4
427,3.4276315789473686,76,0
428,3.1,500,4
429,3.3295454545454546,88,0
430,3.526315789473684,38,0
431,3.4761904761904763,21,0
432,4.6,200,4
433,4.447368421052632,133,0
434,3.6506410256410255,156,0
435,4.181818181818182,55,0
436,3.407142857142857,140,0
437,4.264705882352941,34,0
438,3.748447204968944,161,0
439,3.611111111111111,36,0
440,3.760869565217391,138,0
441,4.095238095238095,21,0
442,3.311688311688312,77,0
443,3.927051671732523,329,4
444,3.6357615894039736,151,0
445,4.25531914893617,47,0
446,3.7974683544303796,79,0
447,2.6538461538461537,39,0
448,3.5545454545454547,110,0
449,3.8260869565217392,69,0
450,3.7037037037037037,27,0
451,3.7716165413533833,1064,3
452,3.423076923076923,26,0
453,3.814432989690722,97,0
454,3.823529411764706,34,0
455,4.065656565656566,99,0
456,3.4285714285714284,70,0
457,4.37037037037037,27,0
458,3.3712847555129435,2086,1
459,3.6666666666666665,75,0
460,3.903458213256484,347,4
461,3.4870646766169155,1005,3
462,3.6451612903225805,62,0
463,3.63125,80,0
464,2.9,20,0
465,3.8684210526315788,57,0
466,4.21,50,0
467,4.125,24,0
468,2.64,25,0
469,3.355300859598854,349,4
470,3.892857142857143,28,0
471,3.5665236051502145,233,4
472,3.9038461538461537,26,0
473,3.1555555555555554,90,0
474,4.292857142857143,70,0
475,3.2638110488390715,1249,3
476,3.95,80,0
477,3.625,24,0
478,3.8095238095238093,42,0
479,4.4035087719298245,57,0
480,3.848993288590604,298,4
481,3.418181818181818,110,0
482,3.0727272727272728,55,0
483,3.913793103448276,29,0
484,3.7474048442906573,289,4
485,2.6790123456790123,324,0
486,4.354838709677419,31,0
487,3.108695652173913,23,0
488,2.676470588235294,34,0
489,3.7222222222222223,36,0
490,3.94375,80,0
491,4.153846153846154,26,0
492,3.7,60,0
493,3.4799107142857144,224,4
494,4.053571428571429,28,0
495,3.5427350427350426,234,4
496,3.557142857142857,35,0
497,3.7,20,0
498,2.7794117647058822,68,0
499,4.071917808219178,146,0
500,4.44,25,0
501,3.466666666666667,225,4
502,4.241379310344827,29,0
503,4.1875,24,0
504,4.254716981132075,53,0
505,3.9555555555555557,90,0
506,3.334437086092715,151,4
507,3.806451612903226,31,0
508,3.0760869565217392,46,0
509,3.473684210526316,38,0
510,3.2465753424657535,73,0
511,3.023529411764706,85,0
512,3.381081081081081,185,0
513,4.3652173913043475,115,0
514,3.2142857142857144,21,0
515,3.62,50,0
516,3.6545454545454548,55,0
517,3.3,20,0
518,3.326530612244898,98,0
519,4.223404255319149,94,0
520,4.662162162162162,37,0
521,3.326797385620915,153,0
522,3.2375,80,0
523,4.090909090909091,22,0
524,3.7314814814814814,108,0
525,3.823529411764706,68,0
526,3.7058823529411766,34,0
527,3.6557377049180326,61,0
528,3.71256038647343,207,4
529,4.258620689655173,58,0
530,3.058270676691729,532,4
531,4.35632183908046,174,0
532,4.362790697674418,215,4
533,3.9107142857142856,28,0
534,3.7032967032967035,91,0
535,3.5357142857142856,84,0
536,3.5454545454545454,33,0
537,3.7610619469026547,113,0
538,4.068965517241379,29,0
539,3.659090909090909,44,0
540,3.8,30,0
541,3.8960573476702507,279,4
542,2.807875894988067,419,4
543,3.5526315789473686,114,0
544,3.794642857142857,224,4
545,2.9696969696969697,132,0
546,4.062222222222222,225,0
547,3.4324324324324325,74,0
548,3.731707317073171,41,0
549,3.8253968253968256,126,0
550,4.809523809523809,21,0
551,3.945945945945946,37,0
552,4.15625,32,0
553,3.56,25,0
554,3.787709497206704,179,4
555,4.18475073313783,341,4
556,3.8,60,0
557,3.5080645161290325,124,0
558,3.1986301369863015,146,0
559,4.206896551724138,29,0
560,4.045209176788124,741,3
561,3.5938967136150235,426,4
562,3.4831460674157304,89,0
563,3.7096774193548385,124,0
564,3.6,75,0
565,3.9375,32,0
566,3.861111111111111,54,0
567,3.175,760,3
568,3.7613636363636362,352,4
569,3.4600550964187327,363,4
570,4.12,25,0
571,3.68,25,0
572,3.4146341463414633,41,0
573,3.816666666666667,60,0
574,3.5625,208,4
575,3.0653859710962283,2837,1
576,3.668730650154799,646,4
577,3.670886075949367,79,0
578,4.077669902912621,206,0
579,3.2962962962962963,54,0
580,3.9876847290640396,203,4
581,4.017045454545454,88,0
582,4.103448275862069,29,0
583,3.888086642599278,277,4
584,4.240875912408759,274,4
585,3.5806451612903225,31,0
586,3.61,150,4
587,3.948717948717949,39,0
588,4.258215962441315,213,4
589,4.296296296296297,162,0
590,3.586520947176685,549,3
591,4.139784946236559,93,0
592,4.292857142857143,70,0
593,3.709090909090909,55,0
594,3.5096153846153846,52,0
595,4.0476190476190474,21,0
596,3.595744680851064,47,0
597,3.510022271714922,449,4
598,3.7027027027027026,37,0
599,4.406605922551253,439,4
600,4.026315789473684,532,4
601,4.101941747572815,206,0
602,3.611111111111111,108,0
603,3.7007299270072993,274,4
604,4.6,50,0
605,3.607235142118863,387,4
606,3.8455882352941178,136,0
607,3.0773809523809526,1176,3
608,3.5,22,0
609,2.6097560975609757,41,0
610,3.3088235294117645,136,0
611,3.4497041420118344,169,4
612,3.838709677419355,62,0
613,3.142857142857143,56,0
614,4.526162790697675,172,0
615,4.0475,400,4
616,4.055,100,0
617,3.7244897959183674,98,0
618,2.6785714285714284,28,0
619,3.613756613756614,189,0
620,3.087719298245614,114,0
621,2.3292682926829267,41,0
622,3.6148036253776437,331,0
623,3.8088235294117645,68,0
624,3.413793103448276,29,0
625,3.488095238095238,126,0
626,3.283333333333333,60,0
627,3.4904761904761905,1050,3
628,4.20873786407767,206,4
629,3.5294117647058822,34,0
630,3.5,28,0
631,3.953488372093023,43,0
632,3.7483660130718954,153,4
633,3.8627450980392157,153,4
634,3.591549295774648,71,0
635,3.6,25,0
636,3.3636363636363638,110,0
637,4.564814814814815,108,4
638,2.0833333333333335,24,0
639,3.9516129032258065,31,0
640,4.162790697674419,43,0
641,3.0,62,0
642,3.2875,200,0
643,4.235294117647059,34,0
644,3.723684210526316,76,0
645,2.475,20,0
646,3.6578947368421053,95,0
647,4.401162790697675,86,0
648,3.7096774193548385,31,0
649,3.6545454545454548,55,0
650,4.487421383647798,318,4
651,2.8732394366197185,71,0
652,4.180722891566265,83,0
653,3.9545454545454546,22,0
654,3.85,20,0
655,4.0,127,0
656,3.3620689655172415,116,0
657,2.6835443037974684,79,0
658,3.6129032258064515,31,0
659,3.233695652173913,276,4
660,3.7916666666666665,24,0
661,3.389473684210526,95,0
662,4.287581699346405,153,0
663,4.0,27,0
664,4.0675675675675675,74,0
665,3.211453744493392,227,0
666,3.3422222222222224,225,4
667,3.7905405405405403,74,0
668,2.7971997182106376,5678,1
